Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.5366810953211956,Yes,Travel_Rarely,0.7343246667652807,Sales,-1.0112488183720145,-0.8761767952590407,Life Sciences,0.0,-1.7020139278427904,-0.6653284911181045,Female,1.388669541571247,0.3762308094546405,0.04330872706694669,Sales Executive,1.1437763631278457,Single,-0.007749903356977445,0.7346880594086803,2.125951061756729,Y,Yes,-1.1614137553645385,-0.4247652668414569,-1.5758166578962214,0.0,-0.9294272812795988,-0.3437281858338467,-2.1714204035187423,-2.5011717786149354,-0.022350136505353207,0.040903271189649405,-0.7106988944846531,0.36826963278646857
1.4421111445357295,No,Travel_Frequently,-1.3077686574337237,Research & Development,-0.145521388906016,-1.8538575796711803,Life Sciences,0.0,-1.7003539191950554,0.2519782854035763,Male,-0.23909099897519662,-1.0341263059874855,0.04330872706694669,Research Scientist,-0.6734261748541958,Married,-0.21096327210849697,1.505352610411968,-0.6724300199401367,Y,No,2.1469159629800414,2.3542414553712785,1.19903442695616,0.0,0.23824992808163636,-0.04510557778402191,0.15187100790874206,0.33655849290974005,0.8328123278511944,0.9658951810816667,-0.3104799068069373,0.9821998980206416
0.08396607071392861,Yes,Travel_Rarely,1.4067515086339688,Research & Development,-0.8875734713054433,-0.8761767952590407,Other,0.0,-1.6970339018995855,1.1692850619252573,Male,1.2900173875987353,-1.0341263059874855,-0.941432329356908,Laboratory Technician,0.23517509413682497,Single,-0.9268017900744522,-1.6907471883417189,1.326413609843339,Y,Yes,-0.05863718258301179,-0.4247652668414569,-0.6508662962787609,0.0,-0.9294272812795988,-0.49303948985875906,0.15187100790874206,0.33655849290974005,-1.3050938330401747,-1.1924192753330405,-0.7106988944846531,-1.166556030298964
-0.36874895389333834,No,Travel_Frequently,1.4538958259605559,Research & Development,-0.763898124238872,1.0791847735652382,Life Sciences,0.0,-1.6953738932518505,1.1692850619252573,Female,-0.48572138390647596,0.3762308094546405,-0.941432329356908,Research Scientist,0.23517509413682497,Married,-0.7339492419777031,1.2571725007668415,-0.6724300199401367,Y,Yes,-1.1614137553645385,-0.4247652668414569,0.27408406533869956,0.0,-0.9294272812795988,-0.3437281858338467,0.15187100790874206,0.33655849290974005,0.4052310956729206,0.9658951810816667,0.4899580685484941,-1.166556030298964
-1.047821490804239,No,Travel_Rarely,-0.5336093413339796,Research & Development,-0.8875734713054433,-1.8538575796711803,Medical,0.0,-1.6920538759563806,-1.5826352676397855,Male,-1.2749386156865699,0.3762308094546405,-0.941432329356908,Laboratory Technician,-0.6734261748541958,Married,-0.6023197250227791,0.3304725146949071,2.5257197877134248,Y,No,-0.8857196121691567,-0.4247652668414569,1.19903442695616,0.0,0.23824992808163636,-0.6423507938836714,0.15187100790874206,0.33655849290974005,-0.8775126008619009,-0.5757580020716955,0.08973908087077838,-0.5526257650647909
-0.4819277100451551,No,Travel_Frequently,0.4936405204137578,Research & Development,-0.8875734713054433,-0.8761767952590407,Life Sciences,0.0,-1.6903938673086456,1.1692850619252573,Male,0.648778386777409,0.3762308094546405,-0.941432329356908,Laboratory Technician,1.1437763631278457,Single,-0.69650900370251,-0.34648558758653664,-1.0721987458968318,Y,No,-0.6100254689737751,-0.4247652668414569,0.27408406533869956,0.0,-0.9294272812795988,-0.3437281858338467,-0.622559462567086,-1.0823066428525978,0.19144047958378368,0.9658951810816667,0.4899580685484941,0.6752347654035551
2.573898706053897,No,Travel_Rarely,1.2851687955285602,Research & Development,-0.763898124238872,0.10150398915309883,Medical,0.0,-1.6870738500131757,0.2519782854035763,Female,0.7474305407499207,1.7865879248967664,-0.941432329356908,Laboratory Technician,-1.5820274438452164,Married,-0.7902273359888423,-0.6162465763312395,0.5268761579299487,Y,Yes,1.3198335333938966,2.3542414553712785,-1.5758166578962214,0.0,2.5736043468041068,0.25351703026580286,0.15187100790874206,-1.0823066428525978,-1.0913032169510377,-1.1924192753330405,-0.7106988944846531,-1.166556030298964
-0.7082852223487885,No,Travel_Rarely,1.369532310744558,Research & Development,1.8332841641591233,-1.8538575796711803,Life Sciences,0.0,-1.6854138413654407,1.1692850619252573,Male,0.056865462942338574,0.3762308094546405,-0.941432329356908,Laboratory Technician,0.23517509413682497,Divorced,-0.7848114524647577,-0.13763379051103247,-0.6724300199401367,Y,No,1.87122181978466,2.3542414553712785,-0.6508662962787609,0.0,0.23824992808163636,-1.3889073140082333,-0.622559462567086,0.33655849290974005,-1.0913032169510377,-1.1924192753330405,-0.7106988944846531,-1.166556030298964
0.19714482686574536,No,Travel_Frequently,-1.4640892885692491,Research & Development,1.709608817092552,0.10150398915309883,Life Sciences,0.0,-1.6837538327177057,1.1692850619252573,Male,-1.0776343077415462,-1.0341263059874855,1.0280497834908013,Manufacturing Director,0.23517509413682497,Single,0.8241769005817461,-0.7833564098851948,-1.0721987458968318,Y,No,1.5955276765892783,2.3542414553712785,-0.6508662962787609,0.0,-0.9294272812795988,-0.04510557778402191,-0.622559462567086,0.33655849290974005,0.6190217117620574,0.9658951810816667,-0.3104799068069373,1.289165030637728
-0.029212685437888124,No,Travel_Rarely,1.223136799046209,Research & Development,2.2043102053588366,0.10150398915309883,Medical,0.0,-1.6820938240699708,0.2519782854035763,Male,1.388669541571247,0.3762308094546405,0.04330872706694669,Healthcare Representative,0.23517509413682497,Married,-0.18576764006166893,0.3226636439680868,1.326413609843339,Y,No,-0.6100254689737751,-0.4247652668414569,-0.6508662962787609,0.0,1.4059271374428717,1.0000735503903648,0.15187100790874206,-1.0823066428525978,0.19144047958378368,0.9658951810816667,2.0908340192593573,0.9821998980206416
